Product Name,Product Description ,Manufacturer Name,SKU/Item Number ,MFG Sku ),Color Size Sku,Size Code,Weight (oz),Color 1 Name,Color 2 Name,Color 1 Hex Value,Color 2 Hex Value,Supplier Name ,Customer Price ,GTIN/UPC Code,Search Tags,Front Image,Back Image,Third Image,Fourth Image,Pre-Decorated Item,Max Imprint Colors,Minimum Per Order
Delta FM 5 Pack,Delta WASHABLE 3-Ply Mask with Anti-Microbial Finish,Delta Apparel,DLAFMP5,DLAFMP5,DLAFMP5N01OS,OS,2.8800,White,,#ececea,,DELTA APPAREL,5.45,027362146948,DLAFMP5 - Delta Apparel - Delta FM 5 Pack,https://www.deltaapparel.com/prodimg/hires/DLAFMP5N01.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200AKUS,A04,13.0928,NAVY,,,,DELTA APPAREL,8.94,027362124861,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200AKU_072319111659.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200AKUM,A05,14.1600,NAVY,,,,DELTA APPAREL,8.94,027362124854,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200AKU_072319111659.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200AKUL,A06,15.4000,NAVY,,,,DELTA APPAREL,8.94,027362124847,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200AKU_072319111659.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200AKUXL,A07,16.5328,NAVY,,,,DELTA APPAREL,8.94,027362124878,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200AKU_072319111659.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200AKU2X,A08,17.5728,NAVY,,,,DELTA APPAREL,10.04,027362124885,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200AKU_072319111659.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200AKU3X,A11,19.3728,NAVY,,,,DELTA APPAREL,10.54,027362124892,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200AKU_072319111659.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200AL1S,A04,13.0928,POOL,,,,DELTA APPAREL,8.94,027362124922,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200AL1_072319111708.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200AL1M,A05,14.1600,POOL,,,,DELTA APPAREL,8.94,027362124915,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200AL1_072319111708.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200AL1L,A06,15.4000,POOL,,,,DELTA APPAREL,8.94,027362124908,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200AL1_072319111708.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200AL1XL,A07,16.5328,POOL,,,,DELTA APPAREL,8.94,027362124939,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200AL1_072319111708.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200AL12X,A08,17.5728,POOL,,,,DELTA APPAREL,10.04,027362124946,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200AL1_072319111708.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200AL13X,A11,19.3728,POOL,,,,DELTA APPAREL,10.54,027362124953,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200AL1_072319111708.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200EGKS,A04,13.0928,BLACK,,,,DELTA APPAREL,8.94,027362124984,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200EGK_072319111716.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200EGKM,A05,14.1600,BLACK,,,,DELTA APPAREL,8.94,027362124977,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200EGK_072319111716.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200EGKL,A06,15.4000,BLACK,,,,DELTA APPAREL,8.94,027362124960,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200EGK_072319111716.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200EGKXL,A07,16.5328,BLACK,,,,DELTA APPAREL,8.94,027362124991,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200EGK_072319111716.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200EGK2X,A08,17.5728,BLACK,,,,DELTA APPAREL,10.04,027362125004,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200EGK_072319111716.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200EGK3X,A11,19.3728,BLACK,,,,DELTA APPAREL,10.54,027362125011,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200EGK_072319111716.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200FX7S,A04,13.0928,CARDINAL,,,,DELTA APPAREL,8.94,027362125042,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200FX7_072319111725.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200FX7M,A05,14.1600,CARDINAL,,,,DELTA APPAREL,8.94,027362125035,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200FX7_072319111725.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200FX7L,A06,15.4000,CARDINAL,,,,DELTA APPAREL,8.94,027362125028,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200FX7_072319111725.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200FX7XL,A07,16.5328,CARDINAL,,,,DELTA APPAREL,8.94,027362125059,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200FX7_072319111725.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200FX72X,A08,17.5728,CARDINAL,,,,DELTA APPAREL,10.04,027362125066,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200FX7_072319111725.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200FX73X,A11,19.3728,CARDINAL,,,,DELTA APPAREL,10.54,027362125073,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200FX7_072319111725.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200FX8S,A04,13.0928,HELICONIA,,,,DELTA APPAREL,8.94,027362125103,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200FX8_072319111734.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200FX8M,A05,14.1600,HELICONIA,,,,DELTA APPAREL,8.94,027362125097,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200FX8_072319111734.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200FX8L,A06,15.4000,HELICONIA,,,,DELTA APPAREL,8.94,027362125080,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200FX8_072319111734.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200FX8XL,A07,16.5328,HELICONIA,,,,DELTA APPAREL,8.94,027362125110,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200FX8_072319111734.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200FX82X,A08,17.5728,HELICONIA,,,,DELTA APPAREL,10.04,027362125127,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200FX8_072319111734.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200FX83X,A11,19.3728,HELICONIA,,,,DELTA APPAREL,10.54,027362125134,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200FX8_072319111734.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXGS,A04,13.0928,OATMEAL HEATHER,,,,DELTA APPAREL,8.94,027362125165,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXG_072319111742.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXGM,A05,14.1600,OATMEAL HEATHER,,,,DELTA APPAREL,8.94,027362125158,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXG_072319111742.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXGL,A06,15.4000,OATMEAL HEATHER,,,,DELTA APPAREL,8.94,027362125141,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXG_072319111742.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXGXL,A07,16.5328,OATMEAL HEATHER,,,,DELTA APPAREL,8.94,027362125172,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXG_072319111742.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXG2X,A08,17.5728,OATMEAL HEATHER,,,,DELTA APPAREL,10.04,027362125189,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXG_072319111742.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXG3X,A11,19.3728,OATMEAL HEATHER,,,,DELTA APPAREL,10.54,027362125196,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXG_072319111742.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXHS,A04,13.0928,ATHLETIC HEATHER,,,,DELTA APPAREL,8.94,027362125226,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXH_072319111751.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXHM,A05,14.1600,ATHLETIC HEATHER,,,,DELTA APPAREL,8.94,027362125219,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXH_072319111751.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXHL,A06,15.4000,ATHLETIC HEATHER,,,,DELTA APPAREL,8.94,027362125202,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXH_072319111751.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXHXL,A07,16.5328,ATHLETIC HEATHER,,,,DELTA APPAREL,8.94,027362125233,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXH_072319111751.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXH2X,A08,17.5728,ATHLETIC HEATHER,,,,DELTA APPAREL,10.04,027362125240,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXH_072319111751.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXH3X,A11,19.3728,ATHLETIC HEATHER,,,,DELTA APPAREL,10.54,027362125257,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXH_072319111751.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXJS,A04,13.0928,CHARCOAL HEATHER,,,,DELTA APPAREL,8.94,027362125288,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXJ_072319111801.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXJM,A05,14.1600,CHARCOAL HEATHER,,,,DELTA APPAREL,8.94,027362125271,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXJ_072319111801.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXJL,A06,15.4000,CHARCOAL HEATHER,,,,DELTA APPAREL,8.94,027362125264,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXJ_072319111801.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXJXL,A07,16.5328,CHARCOAL HEATHER,,,,DELTA APPAREL,8.94,027362125295,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXJ_072319111801.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXJ2X,A08,17.5728,CHARCOAL HEATHER,,,,DELTA APPAREL,10.04,027362125301,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXJ_072319111801.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXJ3X,A11,19.3728,CHARCOAL HEATHER,,,,DELTA APPAREL,10.54,027362125318,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXJ_072319111801.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXKS,A04,13.0928,CORAL HEATHER,,,,DELTA APPAREL,8.94,027362125349,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXK_072319111810.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXKM,A05,14.1600,CORAL HEATHER,,,,DELTA APPAREL,8.94,027362125332,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXK_072319111810.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXKL,A06,15.4000,CORAL HEATHER,,,,DELTA APPAREL,8.94,027362125325,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXK_072319111810.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXKXL,A07,16.5328,CORAL HEATHER,,,,DELTA APPAREL,8.94,027362125356,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXK_072319111810.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXK2X,A08,17.5728,CORAL HEATHER,,,,DELTA APPAREL,10.04,027362125363,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXK_072319111810.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200KXK3X,A11,19.3728,CORAL HEATHER,,,,DELTA APPAREL,10.54,027362125370,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200KXK_072319111810.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200ND3S,A04,13.0928,WHITE,,,,DELTA APPAREL,8.94,027362125400,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200ND3_072319111818.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200ND3M,A05,14.1600,WHITE,,,,DELTA APPAREL,8.94,027362125394,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200ND3_072319111818.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200ND3L,A06,15.4000,WHITE,,,,DELTA APPAREL,8.94,027362125387,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200ND3_072319111818.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200ND3XL,A07,16.5328,WHITE,,,,DELTA APPAREL,8.94,027362125417,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200ND3_072319111818.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200ND32X,A08,17.5728,WHITE,,,,DELTA APPAREL,10.04,027362125424,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200ND3_072319111818.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200ND33X,A11,19.3728,WHITE,,,,DELTA APPAREL,10.54,027362125431,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200ND3_072319111818.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200O63S,A04,13.0928,GINGER,,,,DELTA APPAREL,8.94,027362125462,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200O63_072319111826.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200O63M,A05,14.1600,GINGER,,,,DELTA APPAREL,8.94,027362125455,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200O63_072319111826.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200O63L,A06,15.4000,GINGER,,,,DELTA APPAREL,8.94,027362125448,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200O63_072319111826.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200O63XL,A07,16.5328,GINGER,,,,DELTA APPAREL,8.94,027362125479,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200O63_072319111826.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200O632X,A08,17.5728,GINGER,,,,DELTA APPAREL,10.04,027362125486,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200O63_072319111826.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200O633X,A11,19.3728,GINGER,,,,DELTA APPAREL,10.54,027362125493,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200O63_072319111826.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200V8KS,A04,13.0928,MOSS,,,,DELTA APPAREL,8.94,027362125523,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200V8K_072319111835.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200V8KM,A05,14.1600,MOSS,,,,DELTA APPAREL,8.94,027362125516,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200V8K_072319111835.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200V8KL,A06,15.4000,MOSS,,,,DELTA APPAREL,8.94,027362125509,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200V8K_072319111835.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200V8KXL,A07,16.5328,MOSS,,,,DELTA APPAREL,8.94,027362125530,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200V8K_072319111835.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200V8K2X,A08,17.5728,MOSS,,,,DELTA APPAREL,10.04,027362125547,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200V8K_072319111835.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200V8K3X,A11,19.3728,MOSS,,,,DELTA APPAREL,10.54,027362125554,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200V8K_072319111835.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200V8LS,A04,13.0928,CELADON,,,,DELTA APPAREL,8.94,027362125585,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200V8L_072319111843.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200V8LM,A05,14.1600,CELADON,,,,DELTA APPAREL,8.94,027362125578,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200V8L_072319111843.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200V8LL,A06,15.4000,CELADON,,,,DELTA APPAREL,8.94,027362125561,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200V8L_072319111843.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200V8LXL,A07,16.5328,CELADON,,,,DELTA APPAREL,8.94,027362125592,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200V8L_072319111843.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200V8L2X,A08,17.5728,CELADON,,,,DELTA APPAREL,10.04,027362125608,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200V8L_072319111843.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200V8L3X,A11,19.3728,CELADON,,,,DELTA APPAREL,10.54,027362125615,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200V8L_072319111843.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200VAQS,A04,13.0928,SAFETY GREEN,,,,DELTA APPAREL,8.94,027362136413,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200VAQ.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200VAQM,A05,14.1600,SAFETY GREEN,,,,DELTA APPAREL,8.94,027362136406,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200VAQ.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200VAQL,A06,15.4000,SAFETY GREEN,,,,DELTA APPAREL,8.94,027362136390,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200VAQ.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200VAQXL,A07,16.5328,SAFETY GREEN,,,,DELTA APPAREL,8.94,027362136420,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200VAQ.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200VAQ2X,A08,17.5728,SAFETY GREEN,,,,DELTA APPAREL,10.04,027362136437,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200VAQ.png,,,,,,
7 Oz Fleece Hood,Delta Fleece Adult Lightweight Hoodie,Delta Apparel,90200,90200,90200VAQ3X,A11,19.3728,SAFETY GREEN,,,,DELTA APPAREL,10.54,027362136444,90200 - Delta Apparel - 7 Oz Fleece Hood,https://www.deltaapparel.com/prodimg/hires/90200VAQ.png,,,,,,
7 Oz Yth Flc Hood,Delta Fleece Youth Lightweight Hoodie,Delta Apparel,90200Y,90200Y,90200YAKUXS,A03,16.0000,NAVY,,,,DELTA APPAREL,7.86,027362136499,90200Y - Delta Apparel - 7 Oz Yth Flc Hood,https://www.deltaapparel.com/prodimg/hires/90200yAKU_120919151226.png,,,,,,
