Product Name,Product Description ,Manufacturer Name,SKU/Item Number ,MFG Sku ),Color Size Sku,Size Code,Weight (oz),Color 1 Name,Color 2 Name,Color 1 Hex Value,Color 2 Hex Value,Supplier Name ,Customer Price ,GTIN/UPC Code,Search Tags,Front Image,Back Image,Third Image,Fourth Image,Pre-Decorated Item,Max Imprint Colors,Minimum Per Order
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TJ28S,A04,5.6752,OATMEAL HEATHER/BLACK HEATHER,,#CDC9C0,,DELTA APPAREL,9.40,027362103101,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TJ28.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TJ28M,A05,6.3424,OATMEAL HEATHER/BLACK HEATHER,,#CDC9C0,,DELTA APPAREL,9.40,027362103095,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TJ28.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TJ28L,A06,6.7408,OATMEAL HEATHER/BLACK HEATHER,,#CDC9C0,,DELTA APPAREL,9.40,027362103088,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TJ28.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TJ28XL,A07,7.1840,OATMEAL HEATHER/BLACK HEATHER,,#CDC9C0,,DELTA APPAREL,9.40,027362103118,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TJ28.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TJ282X,A08,7.8112,OATMEAL HEATHER/BLACK HEATHER,,#CDC9C0,,DELTA APPAREL,10.27,027362103132,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TJ28.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TJ283X,A11,8.4752,OATMEAL HEATHER/BLACK HEATHER,,#CDC9C0,,DELTA APPAREL,10.27,027362103149,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TJ28.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TJ29XS,A03,5.4528,OATMEAL HEATHER/NAVY HEATHER,,#CDC9C0,,DELTA APPAREL,9.40,027362103194,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TJ29.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TJ29S,A04,5.6752,OATMEAL HEATHER/NAVY HEATHER,,#CDC9C0,,DELTA APPAREL,9.40,027362103170,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TJ29.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TJ29M,A05,6.3424,OATMEAL HEATHER/NAVY HEATHER,,#CDC9C0,,DELTA APPAREL,9.40,027362103163,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TJ29.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TJ29L,A06,6.7408,OATMEAL HEATHER/NAVY HEATHER,,#CDC9C0,,DELTA APPAREL,9.40,027362103156,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TJ29.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TJ29XL,A07,7.1840,OATMEAL HEATHER/NAVY HEATHER,,#CDC9C0,,DELTA APPAREL,9.40,027362103187,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TJ29.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TJ292X,A08,7.8112,OATMEAL HEATHER/NAVY HEATHER,,#CDC9C0,,DELTA APPAREL,10.27,027362103200,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TJ29.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TJ293X,A11,8.4752,OATMEAL HEATHER/NAVY HEATHER,,#CDC9C0,,DELTA APPAREL,10.27,027362103217,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TJ29.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2WXS,A03,5.4528,BLACK HEATHER,,#202025,,DELTA APPAREL,9.40,027362102630,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2W.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2WS,A04,5.6752,BLACK HEATHER,,#202025,,DELTA APPAREL,9.40,027362102616,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2W.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2WM,A05,6.3424,BLACK HEATHER,,#202025,,DELTA APPAREL,9.40,027362102609,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2W.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2WL,A06,6.7408,BLACK HEATHER,,#202025,,DELTA APPAREL,9.40,027362102593,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2W.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2WXL,A07,7.1840,BLACK HEATHER,,#202025,,DELTA APPAREL,9.40,027362102623,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2W.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2W2X,A08,7.8112,BLACK HEATHER,,#202025,,DELTA APPAREL,10.27,027362102647,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2W.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2W3X,A11,8.4752,BLACK HEATHER,,#202025,,DELTA APPAREL,10.27,027362102654,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2W.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2XXS,A03,5.4528,ATHLETIC HEATHER,,#b5b6bb,,DELTA APPAREL,9.40,027362102708,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2X.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2XS,A04,5.6752,ATHLETIC HEATHER,,#b5b6bb,,DELTA APPAREL,9.40,027362102685,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2X.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2XM,A05,6.3424,ATHLETIC HEATHER,,#b5b6bb,,DELTA APPAREL,9.40,027362102678,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2X.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2XL,A06,6.7408,ATHLETIC HEATHER,,#b5b6bb,,DELTA APPAREL,9.40,027362102661,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2X.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2XXL,A07,7.1840,ATHLETIC HEATHER,,#b5b6bb,,DELTA APPAREL,9.40,027362102692,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2X.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2X2X,A08,7.8112,ATHLETIC HEATHER,,#b5b6bb,,DELTA APPAREL,10.27,027362102715,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2X.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2X3X,A11,8.4752,ATHLETIC HEATHER,,#b5b6bb,,DELTA APPAREL,10.27,027362102722,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2X.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2YXS,A03,5.4528,CHARCOAL HEATHER,,#47464c,,DELTA APPAREL,9.40,027362102982,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2Y.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2YS,A04,5.6752,CHARCOAL HEATHER,,#47464c,,DELTA APPAREL,9.40,027362102968,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2Y.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2YM,A05,6.3424,CHARCOAL HEATHER,,#47464c,,DELTA APPAREL,9.40,027362102951,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2Y.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2YL,A06,6.7408,CHARCOAL HEATHER,,#47464c,,DELTA APPAREL,9.40,027362102944,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2Y.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2YXL,A07,7.1840,CHARCOAL HEATHER,,#47464c,,DELTA APPAREL,9.40,027362102975,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2Y.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2Y2X,A08,7.8112,CHARCOAL HEATHER,,#47464c,,DELTA APPAREL,10.27,027362102999,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2Y.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2Y3X,A11,8.4752,CHARCOAL HEATHER,,#47464c,,DELTA APPAREL,10.27,027362103002,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2Y.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2ZXS,A03,5.4528,OATMEAL HEATHER,,#d8d5cc,,DELTA APPAREL,9.40,027362103057,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2Z.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2ZS,A04,5.6752,OATMEAL HEATHER,,#d8d5cc,,DELTA APPAREL,9.40,027362103033,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2Z.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2ZM,A05,6.3424,OATMEAL HEATHER,,#d8d5cc,,DELTA APPAREL,9.40,027362103026,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2Z.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2ZL,A06,6.7408,OATMEAL HEATHER,,#d8d5cc,,DELTA APPAREL,9.40,027362103019,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2Z.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2ZXL,A07,7.1840,OATMEAL HEATHER,,#d8d5cc,,DELTA APPAREL,9.40,027362103040,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2Z.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2Z2X,A08,7.8112,OATMEAL HEATHER,,#d8d5cc,,DELTA APPAREL,10.27,027362103064,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2Z.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK2Z3X,A11,8.4752,OATMEAL HEATHER,,#d8d5cc,,DELTA APPAREL,10.27,027362103071,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK2Z.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3AXS,A03,5.4528,NAVY HEATHER,,#333a4c,,DELTA APPAREL,9.40,027362102777,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3A.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3AS,A04,5.6752,NAVY HEATHER,,#333a4c,,DELTA APPAREL,9.40,027362102753,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3A.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3AM,A05,6.3424,NAVY HEATHER,,#333a4c,,DELTA APPAREL,9.40,027362102746,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3A.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3AL,A06,6.7408,NAVY HEATHER,,#333a4c,,DELTA APPAREL,9.40,027362102739,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3A.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3AXL,A07,7.1840,NAVY HEATHER,,#333a4c,,DELTA APPAREL,9.40,027362102760,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3A.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3A2X,A08,7.8112,NAVY HEATHER,,#333a4c,,DELTA APPAREL,10.27,027362102784,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3A.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3A3X,A11,8.4752,NAVY HEATHER,,#333a4c,,DELTA APPAREL,10.27,027362102791,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3A.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3BXS,A03,5.4528,MAROON HEATHER,,#813238,,DELTA APPAREL,9.40,027362102562,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3B.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3BS,A04,5.6752,MAROON HEATHER,,#813238,,DELTA APPAREL,9.40,027362102548,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3B.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3BM,A05,6.3424,MAROON HEATHER,,#813238,,DELTA APPAREL,9.40,027362102531,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3B.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3BL,A06,6.7408,MAROON HEATHER,,#813238,,DELTA APPAREL,9.40,027362102524,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3B.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3BXL,A07,7.1840,MAROON HEATHER,,#813238,,DELTA APPAREL,9.40,027362102555,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3B.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3B2X,A08,7.8112,MAROON HEATHER,,#813238,,DELTA APPAREL,10.27,027362102579,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3B.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3B3X,A11,8.4752,MAROON HEATHER,,#813238,,DELTA APPAREL,10.27,027362102586,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3B.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3CXS,A03,5.4528,MOSS HEATHER,,#63695C,,DELTA APPAREL,9.40,027362102494,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3C.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3CS,A04,5.6752,MOSS HEATHER,,#63695C,,DELTA APPAREL,9.40,027362102470,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3C.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3CM,A05,6.3424,MOSS HEATHER,,#63695C,,DELTA APPAREL,9.40,027362102463,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3C.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3CL,A06,6.7408,MOSS HEATHER,,#63695C,,DELTA APPAREL,9.40,027362102456,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3C.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3CXL,A07,7.1840,MOSS HEATHER,,#63695C,,DELTA APPAREL,9.40,027362102487,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3C.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3C2X,A08,7.8112,MOSS HEATHER,,#63695C,,DELTA APPAREL,10.27,027362102500,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3C.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3C3X,A11,8.4752,MOSS HEATHER,,#63695C,,DELTA APPAREL,10.27,027362102517,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3C.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3DXS,A03,5.4528,BERRY HEATHER,,#aa3f77,,DELTA APPAREL,9.40,027362102913,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3D.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3DS,A04,5.6752,BERRY HEATHER,,#aa3f77,,DELTA APPAREL,9.40,027362102890,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3D.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3DM,A05,6.3424,BERRY HEATHER,,#aa3f77,,DELTA APPAREL,9.40,027362102883,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3D.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3DL,A06,6.7408,BERRY HEATHER,,#aa3f77,,DELTA APPAREL,9.40,027362102876,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3D.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3DXL,A07,7.1840,BERRY HEATHER,,#aa3f77,,DELTA APPAREL,9.40,027362102906,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3D.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3D2X,A08,7.8112,BERRY HEATHER,,#aa3f77,,DELTA APPAREL,10.27,027362102920,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3D.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3D3X,A11,8.4752,BERRY HEATHER,,#aa3f77,,DELTA APPAREL,10.27,027362102937,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3D.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3EXS,A03,5.4528,JADE HEATHER,,#268f8b,,DELTA APPAREL,9.40,027362102845,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3E.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3ES,A04,5.6752,JADE HEATHER,,#268f8b,,DELTA APPAREL,9.40,027362102821,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3E.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3EM,A05,6.3424,JADE HEATHER,,#268f8b,,DELTA APPAREL,9.40,027362102814,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3E.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3EL,A06,6.7408,JADE HEATHER,,#268f8b,,DELTA APPAREL,9.40,027362102807,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3E.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3EXL,A07,7.1840,JADE HEATHER,,#268f8b,,DELTA APPAREL,9.40,027362102838,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3E.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3E2X,A08,7.8112,JADE HEATHER,,#268f8b,,DELTA APPAREL,10.27,027362102852,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3E.png,,,,,,
Adlt PO Hood TRI,Delta Platinum Adult Tri-Blend Raglan Hoodie,Delta Apparel,P909T,P909T,P909TK3E3X,A11,8.4752,JADE HEATHER,,#268f8b,,DELTA APPAREL,10.27,027362102869,P909T - Delta Apparel - Adlt PO Hood TRI,https://www.deltaapparel.com/prodimg/hires/P909TK3E.png,,,,,,
Adlt Zip Hood TRI,Delta Platinum Adult Tri-Blend Full Zip Hoodie,Delta Apparel,P910T,P910T,P910TK2WXS,A03,6.2768,BLACK HEATHER,,#202025,,DELTA APPAREL,11.87,027362103545,P910T - Delta Apparel - Adlt Zip Hood TRI,https://www.deltaapparel.com/prodimg/hires/P910TK2W.png,,,,,,
Adlt Zip Hood TRI,Delta Platinum Adult Tri-Blend Full Zip Hoodie,Delta Apparel,P910T,P910T,P910TK2WS,A04,6.8112,BLACK HEATHER,,#202025,,DELTA APPAREL,11.87,027362103521,P910T - Delta Apparel - Adlt Zip Hood TRI,https://www.deltaapparel.com/prodimg/hires/P910TK2W.png,,,,,,
Adlt Zip Hood TRI,Delta Platinum Adult Tri-Blend Full Zip Hoodie,Delta Apparel,P910T,P910T,P910TK2WM,A05,7.6112,BLACK HEATHER,,#202025,,DELTA APPAREL,11.87,027362103514,P910T - Delta Apparel - Adlt Zip Hood TRI,https://www.deltaapparel.com/prodimg/hires/P910TK2W.png,,,,,,
